start_article_title,starter_article_url,selection_strat,hops_to_phil
Yusef of Morocco,https://en.wikipedia.org/wiki/Yusef_of_Morocco,WORDNET,10

Cala Tarida,https://en.wikipedia.org/wiki/Cala_Tarida,NTH_LINK(2),14

Cala Tarida,https://en.wikipedia.org/wiki/Cala_Tarida,EMBEDDING_WORD2VEC,5

Patrick Muir Renison,https://en.wikipedia.org/wiki/Patrick_Muir_Renison,NTH_LINK(2),47

Patrick Muir Renison,https://en.wikipedia.org/wiki/Patrick_Muir_Renison,EMBEDDING_WORD2VEC,9

Lucius Volusius Saturninus (pontiff),https://en.wikipedia.org/wiki/Lucius_Volusius_Saturninus_(pontiff),NTH_LINK(2),41

Malaysia women's national volleyball team,https://en.wikipedia.org/wiki/Malaysia_women%27s_national_volleyball_team,NTH_LINK(2),8

Malaysia women's national volleyball team,https://en.wikipedia.org/wiki/Malaysia_women%27s_national_volleyball_team,EMBEDDING_WORD2VEC,3

Homeland Learning Centre,https://en.wikipedia.org/wiki/Homeland_Learning_Centre,NTH_LINK(2),14

Justus Juncker,https://en.wikipedia.org/wiki/Justus_Juncker,WORDNET,6

Justus Juncker,https://en.wikipedia.org/wiki/Justus_Juncker,EMBEDDING_WORD2VEC,7

Flow (software),https://en.wikipedia.org/wiki/Flow_(software),NTH_LINK(2),8

Steve Dusseau,https://en.wikipedia.org/wiki/Steve_Dusseau,NTH_LINK(2),40

Pau and His Brother,https://en.wikipedia.org/wiki/Pau_and_His_Brother,WORDNET,6

Pau and His Brother,https://en.wikipedia.org/wiki/Pau_and_His_Brother,NTH_LINK(2),31

Hindustan Antibiotics,https://en.wikipedia.org/wiki/Hindustan_Antibiotics,NTH_LINK(2),34

Iberian Communist Youth,https://en.wikipedia.org/wiki/Iberian_Communist_Youth,NTH_LINK(2),17

Illumination (The Pastels album),https://en.wikipedia.org/wiki/Illumination_(The_Pastels_album),NTH_LINK(2),51

Illumination (The Pastels album),https://en.wikipedia.org/wiki/Illumination_(The_Pastels_album),EMBEDDING_WORD2VEC,9

Payne Midyette,https://en.wikipedia.org/wiki/Payne_Midyette,WORDNET,9

Payne Midyette,https://en.wikipedia.org/wiki/Payne_Midyette,NTH_LINK(2),41

Excelsia College,https://en.wikipedia.org/wiki/Excelsia_College,WORDNET,5

Excelsia College,https://en.wikipedia.org/wiki/Excelsia_College,NTH_LINK(2),17

Excelsia College,https://en.wikipedia.org/wiki/Excelsia_College,EMBEDDING_WORD2VEC,7

Eugene C. Cashman,https://en.wikipedia.org/wiki/Eugene_C._Cashman,WORDNET,11

Langhe,https://en.wikipedia.org/wiki/Langhe,WORDNET,3

Langhe,https://en.wikipedia.org/wiki/Langhe,NTH_LINK(2),34

Langhe,https://en.wikipedia.org/wiki/Langhe,EMBEDDING_WORD2VEC,3

Salle du Manège,https://en.wikipedia.org/wiki/Salle_du_Man%C3%A8ge,WORDNET,9

Salle du Manège,https://en.wikipedia.org/wiki/Salle_du_Man%C3%A8ge,NTH_LINK(2),16

Salle du Manège,https://en.wikipedia.org/wiki/Salle_du_Man%C3%A8ge,EMBEDDING_WORD2VEC,5

The Ragged Edge of Science,https://en.wikipedia.org/wiki/The_Ragged_Edge_of_Science,NTH_LINK(2),41

Żelisławiec,https://en.wikipedia.org/wiki/%C5%BBelis%C5%82awiec,NTH_LINK(2),37

"Parina, Kentucky","https://en.wikipedia.org/wiki/Parina,_Kentucky",NTH_LINK(2),39

Baikar,https://en.wikipedia.org/wiki/Baikar,WORDNET,5

Terror in New York City,https://en.wikipedia.org/wiki/Terror_in_New_York_City,EMBEDDING_WORD2VEC,8

Wybrand Hendricks,https://en.wikipedia.org/wiki/Wybrand_Hendricks,WORDNET,4

First Citizens Bank (Trinidad and Tobago),https://en.wikipedia.org/wiki/First_Citizens_Bank_(Trinidad_and_Tobago),WORDNET,13

Asia Taylor,https://en.wikipedia.org/wiki/Asia_Taylor,WORDNET,10

Asia Taylor,https://en.wikipedia.org/wiki/Asia_Taylor,NTH_LINK(2),10

Asia Taylor,https://en.wikipedia.org/wiki/Asia_Taylor,EMBEDDING_WORD2VEC,9

Olli Puhakka,https://en.wikipedia.org/wiki/Olli_Puhakka,WORDNET,6

Mary Wamaua Waithira Njoroge,https://en.wikipedia.org/wiki/Mary_Wamaua_Waithira_Njoroge,EMBEDDING_WORD2VEC,10

Mark Talamini,https://en.wikipedia.org/wiki/Mark_Talamini,NTH_LINK(2),47

Edgar Saltus,https://en.wikipedia.org/wiki/Edgar_Saltus,NTH_LINK(2),16

Siddhartha Basu,https://en.wikipedia.org/wiki/Siddhartha_Basu,NTH_LINK(2),26

Siddhartha Basu,https://en.wikipedia.org/wiki/Siddhartha_Basu,EMBEDDING_WORD2VEC,12

Hemidactylus dawudazraqi,https://en.wikipedia.org/wiki/Hemidactylus_dawudazraqi,WORDNET,7

Hemidactylus dawudazraqi,https://en.wikipedia.org/wiki/Hemidactylus_dawudazraqi,NTH_LINK(2),19

"Kabta, Idlib","https://en.wikipedia.org/wiki/Kabta,_Idlib",NTH_LINK(2),37

"Kabta, Idlib","https://en.wikipedia.org/wiki/Kabta,_Idlib",EMBEDDING_WORD2VEC,5

RTR-Planeta,https://en.wikipedia.org/wiki/RTR-Planeta,EMBEDDING_WORD2VEC,10

Neville Johnson,https://en.wikipedia.org/wiki/Neville_Johnson,NTH_LINK(2),17

Neville Johnson,https://en.wikipedia.org/wiki/Neville_Johnson,EMBEDDING_WORD2VEC,7

London Platinum and Palladium Market,https://en.wikipedia.org/wiki/London_Platinum_and_Palladium_Market,WORDNET,10

De Cristoforis,https://en.wikipedia.org/wiki/De_Cristoforis,NTH_LINK(2),43

Kadoorie Conservation China,https://en.wikipedia.org/wiki/Kadoorie_Conservation_China,NTH_LINK(2),16

Wild Case Files,https://en.wikipedia.org/wiki/Wild_Case_Files,WORDNET,15

Wild Case Files,https://en.wikipedia.org/wiki/Wild_Case_Files,NTH_LINK(2),14

Wild Case Files,https://en.wikipedia.org/wiki/Wild_Case_Files,EMBEDDING_WORD2VEC,10

1990 All-Ireland Senior Ladies' Football Championship Final,https://en.wikipedia.org/wiki/1990_All-Ireland_Senior_Ladies%27_Football_Championship_Final,WORDNET,9

John Heidemann,https://en.wikipedia.org/wiki/John_Heidemann,WORDNET,6

John Heidemann,https://en.wikipedia.org/wiki/John_Heidemann,NTH_LINK(2),40

John Heidemann,https://en.wikipedia.org/wiki/John_Heidemann,EMBEDDING_WORD2VEC,9

Proto-Albanian language,https://en.wikipedia.org/wiki/Proto-Albanian_language,WORDNET,4

High viscosity mixer,https://en.wikipedia.org/wiki/High_viscosity_mixer,WORDNET,3

Wild Honey (1918 film),https://en.wikipedia.org/wiki/Wild_Honey_(1918_film),NTH_LINK(2),41

"St Bartholomew's Church, Llanover","https://en.wikipedia.org/wiki/St_Bartholomew%27s_Church,_Llanover",NTH_LINK(2),41

Cheesecocks Patent,https://en.wikipedia.org/wiki/Cheesecocks_Patent,NTH_LINK(2),39

Korea Area Incentive Program,https://en.wikipedia.org/wiki/Korea_Area_Incentive_Program,NTH_LINK(2),43

Panchavimsha Brahmana,https://en.wikipedia.org/wiki/Panchavimsha_Brahmana,NTH_LINK(2),44

Panchavimsha Brahmana,https://en.wikipedia.org/wiki/Panchavimsha_Brahmana,EMBEDDING_WORD2VEC,6

Totem Heritage Center,https://en.wikipedia.org/wiki/Totem_Heritage_Center,WORDNET,6

Totem Heritage Center,https://en.wikipedia.org/wiki/Totem_Heritage_Center,NTH_LINK(2),40

"Suki yo, Junjō Hankōki","https://en.wikipedia.org/wiki/Suki_yo,_Junj%C5%8D_Hank%C5%8Dki",WORDNET,12

Dinitrogen difluoride,https://en.wikipedia.org/wiki/Dinitrogen_difluoride,NTH_LINK(2),16

Ybarra,https://en.wikipedia.org/wiki/Ybarra,NTH_LINK(2),39

Michael Milner,https://en.wikipedia.org/wiki/Michael_Milner,NTH_LINK(2),45

Pennai Vazha Vidungal,https://en.wikipedia.org/wiki/Pennai_Vazha_Vidungal,WORDNET,6

Langeskov Municipality,https://en.wikipedia.org/wiki/Langeskov_Municipality,WORDNET,7

Periplum,https://en.wikipedia.org/wiki/Periplum,WORDNET,9

Greg Orloff,https://en.wikipedia.org/wiki/Greg_Orloff,WORDNET,4

Greg Orloff,https://en.wikipedia.org/wiki/Greg_Orloff,NTH_LINK(2),45

Richard Davis (astronomer),https://en.wikipedia.org/wiki/Richard_Davis_(astronomer),EMBEDDING_WORD2VEC,8

We Three,https://en.wikipedia.org/wiki/We_Three,NTH_LINK(2),37

Nicholas Grey,https://en.wikipedia.org/wiki/Nicholas_Grey,NTH_LINK(2),17

Death of David Chain,https://en.wikipedia.org/wiki/Death_of_David_Chain,NTH_LINK(2),40

Kamal Salman Masud,https://en.wikipedia.org/wiki/Kamal_Salman_Masud,NTH_LINK(2),14

Cut Nyak Dhien Airport,https://en.wikipedia.org/wiki/Cut_Nyak_Dhien_Airport,WORDNET,9

Cut Nyak Dhien Airport,https://en.wikipedia.org/wiki/Cut_Nyak_Dhien_Airport,NTH_LINK(2),16

Alan Breck Stewart,https://en.wikipedia.org/wiki/Alan_Breck_Stewart,WORDNET,8

Alan Breck Stewart,https://en.wikipedia.org/wiki/Alan_Breck_Stewart,NTH_LINK(2),17

La Noche de Walpurgis,https://en.wikipedia.org/wiki/La_Noche_de_Walpurgis,NTH_LINK(2),25

São Clemente,https://en.wikipedia.org/wiki/S%C3%A3o_Clemente,WORDNET,7

São Clemente,https://en.wikipedia.org/wiki/S%C3%A3o_Clemente,NTH_LINK(2),43

Notiophilus rufipes,https://en.wikipedia.org/wiki/Notiophilus_rufipes,NTH_LINK(2),14

Charles E. Kilbourne,https://en.wikipedia.org/wiki/Charles_E._Kilbourne,WORDNET,11

Charles E. Kilbourne,https://en.wikipedia.org/wiki/Charles_E._Kilbourne,EMBEDDING_WORD2VEC,7

Cork–Galway hurling rivalry,https://en.wikipedia.org/wiki/Cork%E2%80%93Galway_hurling_rivalry,WORDNET,13

Robert Hennet,https://en.wikipedia.org/wiki/Robert_Hennet,WORDNET,9

Diocese of Helsinki,https://en.wikipedia.org/wiki/Diocese_of_Helsinki,EMBEDDING_WORD2VEC,11

Ceroplesis griseotincta,https://en.wikipedia.org/wiki/Ceroplesis_griseotincta,NTH_LINK(2),20

2009 Capitala World Tennis Championship,https://en.wikipedia.org/wiki/2009_Capitala_World_Tennis_Championship,NTH_LINK(2),17

Leonard Dubkin,https://en.wikipedia.org/wiki/Leonard_Dubkin,WORDNET,11

Leonard Dubkin,https://en.wikipedia.org/wiki/Leonard_Dubkin,NTH_LINK(2),10

Leonard Dubkin,https://en.wikipedia.org/wiki/Leonard_Dubkin,EMBEDDING_WORD2VEC,5

Awaza,https://en.wikipedia.org/wiki/Awaza,NTH_LINK(2),17

Thomas Duncombe (died 1779),https://en.wikipedia.org/wiki/Thomas_Duncombe_(died_1779),NTH_LINK(2),43

Norman Josiffe,https://en.wikipedia.org/wiki/Norman_Josiffe,NTH_LINK(2),46

Fouad Abdulhameed Alkhateeb,https://en.wikipedia.org/wiki/Fouad_Abdulhameed_Alkhateeb,NTH_LINK(2),15

Fouad Abdulhameed Alkhateeb,https://en.wikipedia.org/wiki/Fouad_Abdulhameed_Alkhateeb,EMBEDDING_WORD2VEC,3

Nablus mask-like facial syndrome,https://en.wikipedia.org/wiki/Nablus_mask-like_facial_syndrome,NTH_LINK(2),8

No. 86 Squadron RAAF,https://en.wikipedia.org/wiki/No._86_Squadron_RAAF,WORDNET,6

Committee Against Torture,https://en.wikipedia.org/wiki/Committee_Against_Torture,NTH_LINK(2),38

Committee Against Torture,https://en.wikipedia.org/wiki/Committee_Against_Torture,EMBEDDING_WORD2VEC,3

Allot,https://en.wikipedia.org/wiki/Allot,WORDNET,10

Allot,https://en.wikipedia.org/wiki/Allot,NTH_LINK(2),41

Robert Sharrock,https://en.wikipedia.org/wiki/Robert_Sharrock,EMBEDDING_WORD2VEC,2

TinkerPlots,https://en.wikipedia.org/wiki/TinkerPlots,NTH_LINK(2),40

TinkerPlots,https://en.wikipedia.org/wiki/TinkerPlots,EMBEDDING_WORD2VEC,7

Jhelum,https://en.wikipedia.org/wiki/Jhelum,NTH_LINK(2),40

Harry Potter and the Chamber of Secrets,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets,NTH_LINK(2),41

Bertrando de Mignanelli,https://en.wikipedia.org/wiki/Bertrando_de_Mignanelli,WORDNET,7

Bertrando de Mignanelli,https://en.wikipedia.org/wiki/Bertrando_de_Mignanelli,NTH_LINK(2),17

Central Plains Media,https://en.wikipedia.org/wiki/Central_Plains_Media,EMBEDDING_WORD2VEC,9

Mozaffar Ajali,https://en.wikipedia.org/wiki/Mozaffar_Ajali,NTH_LINK(2),17

Mozaffar Ajali,https://en.wikipedia.org/wiki/Mozaffar_Ajali,EMBEDDING_WORD2VEC,7

Ginette Durand,https://en.wikipedia.org/wiki/Ginette_Durand,WORDNET,13

Ginette Durand,https://en.wikipedia.org/wiki/Ginette_Durand,NTH_LINK(2),46

Ptychodus,https://en.wikipedia.org/wiki/Ptychodus,NTH_LINK(2),9

Martin Moss (businessman),https://en.wikipedia.org/wiki/Martin_Moss_(businessman),WORDNET,6

Martin Moss (businessman),https://en.wikipedia.org/wiki/Martin_Moss_(businessman),NTH_LINK(2),50

George Peterson (pirate),https://en.wikipedia.org/wiki/George_Peterson_(pirate),WORDNET,7

Park Ji-suk,https://en.wikipedia.org/wiki/Park_Ji-suk,WORDNET,10

Park Ji-suk,https://en.wikipedia.org/wiki/Park_Ji-suk,NTH_LINK(2),15

Propebela fidicula,https://en.wikipedia.org/wiki/Propebela_fidicula,NTH_LINK(2),5

Electoral district of Mirrabooka,https://en.wikipedia.org/wiki/Electoral_district_of_Mirrabooka,EMBEDDING_WORD2VEC,7

Arushina,https://en.wikipedia.org/wiki/Arushina,NTH_LINK(2),14

"Pawłów, Sandomierz County","https://en.wikipedia.org/wiki/Paw%C5%82%C3%B3w,_Sandomierz_County",NTH_LINK(2),37
"Pawłów, Sandomierz County","https://en.wikipedia.org/wiki/Paw%C5%82%C3%B3w,_Sandomierz_County",EMBEDDING_WORD2VEC,5
Jan Dołęga-Zakrzewski,https://en.wikipedia.org/wiki/Jan_Do%C5%82%C4%99ga-Zakrzewski,NTH_LINK(2),39
Incheh Salah-e Olya,https://en.wikipedia.org/wiki/Incheh_Salah-e_Olya,NTH_LINK(2),17
Hamdi Eishwain,https://en.wikipedia.org/wiki/Hamdi_Eishwain,EMBEDDING_WORD2VEC,4
George Blumenthal (banker),https://en.wikipedia.org/wiki/George_Blumenthal_(banker),WORDNET,13
George Blumenthal (banker),https://en.wikipedia.org/wiki/George_Blumenthal_(banker),NTH_LINK(2),21
George Blumenthal (banker),https://en.wikipedia.org/wiki/George_Blumenthal_(banker),EMBEDDING_WORD2VEC,6
Giuseppe Bernardino Bison,https://en.wikipedia.org/wiki/Giuseppe_Bernardino_Bison,NTH_LINK(2),13
Giuseppe Bernardino Bison,https://en.wikipedia.org/wiki/Giuseppe_Bernardino_Bison,EMBEDDING_WORD2VEC,10
Saw Mill Run,https://en.wikipedia.org/wiki/Saw_Mill_Run,NTH_LINK(2),40
Loco (Coal Chamber song),https://en.wikipedia.org/wiki/Loco_(Coal_Chamber_song),NTH_LINK(2),25
Johann Augustanus Faber,https://en.wikipedia.org/wiki/Johann_Augustanus_Faber,EMBEDDING_WORD2VEC,10
Keith and Dufftown Railway,https://en.wikipedia.org/wiki/Keith_and_Dufftown_Railway,NTH_LINK(2),15
John B. McFerrin House,https://en.wikipedia.org/wiki/John_B._McFerrin_House,NTH_LINK(2),39
Marketa Kimbrell,https://en.wikipedia.org/wiki/Marketa_Kimbrell,WORDNET,6
Marketa Kimbrell,https://en.wikipedia.org/wiki/Marketa_Kimbrell,NTH_LINK(2),39
Marketa Kimbrell,https://en.wikipedia.org/wiki/Marketa_Kimbrell,EMBEDDING_WORD2VEC,3
Raphaël Kleweta,https://en.wikipedia.org/wiki/Rapha%C3%ABl_Kleweta,NTH_LINK(2),21
Yoruba religion,https://en.wikipedia.org/wiki/Yoruba_religion,WORDNET,8
Yoruba religion,https://en.wikipedia.org/wiki/Yoruba_religion,NTH_LINK(2),42
Prometheus in popular culture,https://en.wikipedia.org/wiki/Prometheus_in_popular_culture,NTH_LINK(2),43
Prometheus in popular culture,https://en.wikipedia.org/wiki/Prometheus_in_popular_culture,EMBEDDING_WORD2VEC,3
Joseph Lane (socialist),https://en.wikipedia.org/wiki/Joseph_Lane_(socialist),NTH_LINK(2),46
Joseph Lane (socialist),https://en.wikipedia.org/wiki/Joseph_Lane_(socialist),EMBEDDING_WORD2VEC,6
Merle Karusoo,https://en.wikipedia.org/wiki/Merle_Karusoo,EMBEDDING_WORD2VEC,7
"List of listed buildings in Straiton, East Ayrshire","https://en.wikipedia.org/wiki/List_of_listed_buildings_in_Straiton,_East_Ayrshire",EMBEDDING_WORD2VEC,8
Patrick Cramer,https://en.wikipedia.org/wiki/Patrick_Cramer,WORDNET,7
John McDermid,https://en.wikipedia.org/wiki/John_McDermid,WORDNET,6
John McDermid,https://en.wikipedia.org/wiki/John_McDermid,EMBEDDING_WORD2VEC,8
Barnekow family,https://en.wikipedia.org/wiki/Barnekow_family,EMBEDDING_WORD2VEC,4
Indian Ocean Research Group,https://en.wikipedia.org/wiki/Indian_Ocean_Research_Group,NTH_LINK(2),40
Indian Ocean Research Group,https://en.wikipedia.org/wiki/Indian_Ocean_Research_Group,EMBEDDING_WORD2VEC,8
Khalifa bin Zayed Al Nahyan,https://en.wikipedia.org/wiki/Khalifa_bin_Zayed_Al_Nahyan,WORDNET,7
Khalifa bin Zayed Al Nahyan,https://en.wikipedia.org/wiki/Khalifa_bin_Zayed_Al_Nahyan,NTH_LINK(2),16
Khalifa bin Zayed Al Nahyan,https://en.wikipedia.org/wiki/Khalifa_bin_Zayed_Al_Nahyan,EMBEDDING_WORD2VEC,6
The Madrigal Society,https://en.wikipedia.org/wiki/The_Madrigal_Society,WORDNET,6
The Madrigal Society,https://en.wikipedia.org/wiki/The_Madrigal_Society,NTH_LINK(2),30
Piotr Klimczak,https://en.wikipedia.org/wiki/Piotr_Klimczak,NTH_LINK(2),12
Order in Council,https://en.wikipedia.org/wiki/Order_in_Council,NTH_LINK(2),14
Troglocaris anophthalmus,https://en.wikipedia.org/wiki/Troglocaris_anophthalmus,NTH_LINK(2),8
Jan Fryling,https://en.wikipedia.org/wiki/Jan_Fryling,NTH_LINK(2),21
Jan Fryling,https://en.wikipedia.org/wiki/Jan_Fryling,EMBEDDING_WORD2VEC,5
Zeitgeist (film series),https://en.wikipedia.org/wiki/Zeitgeist_(film_series),NTH_LINK(2),19
Wolofal alphabet,https://en.wikipedia.org/wiki/Wolofal_alphabet,WORDNET,6
Tallentire,https://en.wikipedia.org/wiki/Tallentire,NTH_LINK(2),19
2011 South Asian Winter Games,https://en.wikipedia.org/wiki/2011_South_Asian_Winter_Games,NTH_LINK(2),43
Thomas Gayford,https://en.wikipedia.org/wiki/Thomas_Gayford,EMBEDDING_WORD2VEC,11
Australian Americans,https://en.wikipedia.org/wiki/Australian_Americans,NTH_LINK(2),14
Australian Americans,https://en.wikipedia.org/wiki/Australian_Americans,EMBEDDING_WORD2VEC,6
Angels in White,https://en.wikipedia.org/wiki/Angels_in_White,WORDNET,8
Angels in White,https://en.wikipedia.org/wiki/Angels_in_White,EMBEDDING_WORD2VEC,8
İzmit Clock Tower,https://en.wikipedia.org/wiki/%C4%B0zmit_Clock_Tower,NTH_LINK(2),16
İzmit Clock Tower,https://en.wikipedia.org/wiki/%C4%B0zmit_Clock_Tower,EMBEDDING_WORD2VEC,4
Mohawk High School,https://en.wikipedia.org/wiki/Mohawk_High_School,NTH_LINK(2),41
Łajski,https://en.wikipedia.org/wiki/%C5%81ajski,NTH_LINK(2),20
Anna Komnene Angelina,https://en.wikipedia.org/wiki/Anna_Komnene_Angelina,WORDNET,10
Eli Goldschmidt,https://en.wikipedia.org/wiki/Eli_Goldschmidt,NTH_LINK(2),16
List of aircraft in the Smithsonian Institution,https://en.wikipedia.org/wiki/List_of_aircraft_in_the_Smithsonian_Institution,NTH_LINK(2),39
"Dębnica, Lower Silesian Voivodeship","https://en.wikipedia.org/wiki/D%C4%99bnica,_Lower_Silesian_Voivodeship",NTH_LINK(2),23
"Dębnica, Lower Silesian Voivodeship","https://en.wikipedia.org/wiki/D%C4%99bnica,_Lower_Silesian_Voivodeship",EMBEDDING_WORD2VEC,5
Paromita Vohra,https://en.wikipedia.org/wiki/Paromita_Vohra,WORDNET,9
Paromita Vohra,https://en.wikipedia.org/wiki/Paromita_Vohra,NTH_LINK(2),37
KTNC-TV,https://en.wikipedia.org/wiki/KTNC-TV,WORDNET,7
KTNC-TV,https://en.wikipedia.org/wiki/KTNC-TV,EMBEDDING_WORD2VEC,5
Pelham Islands,https://en.wikipedia.org/wiki/Pelham_Islands,NTH_LINK(2),40
Vampire Blvd.,https://en.wikipedia.org/wiki/Vampire_Blvd.,NTH_LINK(2),48
Vampire Blvd.,https://en.wikipedia.org/wiki/Vampire_Blvd.,EMBEDDING_WORD2VEC,12
Mufid Nashashibi,https://en.wikipedia.org/wiki/Mufid_Nashashibi,EMBEDDING_WORD2VEC,11
"Crowders, North Carolina","https://en.wikipedia.org/wiki/Crowders,_North_Carolina",WORDNET,12
"Crowders, North Carolina","https://en.wikipedia.org/wiki/Crowders,_North_Carolina",NTH_LINK(2),40
"Crowders, North Carolina","https://en.wikipedia.org/wiki/Crowders,_North_Carolina",EMBEDDING_WORD2VEC,4
List of Kim Hee-chul performances,https://en.wikipedia.org/wiki/List_of_Kim_Hee-chul_performances,WORDNET,5
List of Kim Hee-chul performances,https://en.wikipedia.org/wiki/List_of_Kim_Hee-chul_performances,NTH_LINK(2),41
Hill v. Colorado,https://en.wikipedia.org/wiki/Hill_v._Colorado,NTH_LINK(2),41
Hill v. Colorado,https://en.wikipedia.org/wiki/Hill_v._Colorado,EMBEDDING_WORD2VEC,7
William Lindsay (Wisconsin politician),https://en.wikipedia.org/wiki/William_Lindsay_(Wisconsin_politician),WORDNET,6
William Lindsay (Wisconsin politician),https://en.wikipedia.org/wiki/William_Lindsay_(Wisconsin_politician),NTH_LINK(2),19
Platyrrhinus albericoi,https://en.wikipedia.org/wiki/Platyrrhinus_albericoi,NTH_LINK(2),9
The Boat Race 1865,https://en.wikipedia.org/wiki/The_Boat_Race_1865,WORDNET,13
The Boat Race 1865,https://en.wikipedia.org/wiki/The_Boat_Race_1865,EMBEDDING_WORD2VEC,8
Lawbreakers (TV series),https://en.wikipedia.org/wiki/Lawbreakers_(TV_series),WORDNET,11
Lawbreakers (TV series),https://en.wikipedia.org/wiki/Lawbreakers_(TV_series),EMBEDDING_WORD2VEC,7
Láadan,https://en.wikipedia.org/wiki/L%C3%A1adan,NTH_LINK(2),15
Tyrone Watson,https://en.wikipedia.org/wiki/Tyrone_Watson,EMBEDDING_WORD2VEC,11
Detroit Connecting Railroad,https://en.wikipedia.org/wiki/Detroit_Connecting_Railroad,NTH_LINK(2),36
Michael Brand (art historian),https://en.wikipedia.org/wiki/Michael_Brand_(art_historian),WORDNET,5
Michael Brand (art historian),https://en.wikipedia.org/wiki/Michael_Brand_(art_historian),NTH_LINK(2),40
Michael Brand (art historian),https://en.wikipedia.org/wiki/Michael_Brand_(art_historian),EMBEDDING_WORD2VEC,6
Darra,https://en.wikipedia.org/wiki/Darra,NTH_LINK(2),18
Natalya Medvedeva (actress),https://en.wikipedia.org/wiki/Natalya_Medvedeva_(actress),WORDNET,11
Jan Kazimierz Krasiński,https://en.wikipedia.org/wiki/Jan_Kazimierz_Krasi%C5%84ski,WORDNET,6
Jan Kazimierz Krasiński,https://en.wikipedia.org/wiki/Jan_Kazimierz_Krasi%C5%84ski,NTH_LINK(2),21
Jan Kazimierz Krasiński,https://en.wikipedia.org/wiki/Jan_Kazimierz_Krasi%C5%84ski,EMBEDDING_WORD2VEC,10
Forest Hill Historic District,https://en.wikipedia.org/wiki/Forest_Hill_Historic_District,NTH_LINK(2),36
Qarah Hesarlu,https://en.wikipedia.org/wiki/Qarah_Hesarlu,WORDNET,4
Qarah Hesarlu,https://en.wikipedia.org/wiki/Qarah_Hesarlu,EMBEDDING_WORD2VEC,4
John McGovern (politician),https://en.wikipedia.org/wiki/John_McGovern_(politician),WORDNET,6
John McGovern (politician),https://en.wikipedia.org/wiki/John_McGovern_(politician),NTH_LINK(2),33
Pareh-ye Sofla,https://en.wikipedia.org/wiki/Pareh-ye_Sofla,NTH_LINK(2),17
Pareh-ye Sofla,https://en.wikipedia.org/wiki/Pareh-ye_Sofla,EMBEDDING_WORD2VEC,4
Estrella Lin,https://en.wikipedia.org/wiki/Estrella_Lin,WORDNET,10
Estrella Lin,https://en.wikipedia.org/wiki/Estrella_Lin,NTH_LINK(2),40
Spatalla prolifera,https://en.wikipedia.org/wiki/Spatalla_prolifera,NTH_LINK(2),15
Lamberto da Cingoli,https://en.wikipedia.org/wiki/Lamberto_da_Cingoli,EMBEDDING_WORD2VEC,4
Elections in the United Kingdom,https://en.wikipedia.org/wiki/Elections_in_the_United_Kingdom,NTH_LINK(2),16
Piero Rodarte,https://en.wikipedia.org/wiki/Piero_Rodarte,EMBEDDING_WORD2VEC,10
Harriet Metcalf,https://en.wikipedia.org/wiki/Harriet_Metcalf,WORDNET,4
Harriet Metcalf,https://en.wikipedia.org/wiki/Harriet_Metcalf,NTH_LINK(2),42
Harriet Metcalf,https://en.wikipedia.org/wiki/Harriet_Metcalf,EMBEDDING_WORD2VEC,8
Loborika,https://en.wikipedia.org/wiki/Loborika,NTH_LINK(2),20
Loborika,https://en.wikipedia.org/wiki/Loborika,EMBEDDING_WORD2VEC,4
Eisha Singh,https://en.wikipedia.org/wiki/Eisha_Singh,NTH_LINK(2),24
"Arthurdale, West Virginia","https://en.wikipedia.org/wiki/Arthurdale,_West_Virginia",NTH_LINK(2),39
Barry Townsley,https://en.wikipedia.org/wiki/Barry_Townsley,WORDNET,10
Barry Townsley,https://en.wikipedia.org/wiki/Barry_Townsley,NTH_LINK(2),21
2021 Southern Miss Golden Eagles football team,https://en.wikipedia.org/wiki/2021_Southern_Miss_Golden_Eagles_football_team,NTH_LINK(2),45
2021 Southern Miss Golden Eagles football team,https://en.wikipedia.org/wiki/2021_Southern_Miss_Golden_Eagles_football_team,EMBEDDING_WORD2VEC,8
Masters M75 300 metres hurdles world record progression,https://en.wikipedia.org/wiki/Masters_M75_300_metres_hurdles_world_record_progression,NTH_LINK(2),29
Badlu Singh,https://en.wikipedia.org/wiki/Badlu_Singh,WORDNET,8
Badlu Singh,https://en.wikipedia.org/wiki/Badlu_Singh,NTH_LINK(2),16
Auvita Rapilla,https://en.wikipedia.org/wiki/Auvita_Rapilla,WORDNET,5
Auvita Rapilla,https://en.wikipedia.org/wiki/Auvita_Rapilla,NTH_LINK(2),18
Auvita Rapilla,https://en.wikipedia.org/wiki/Auvita_Rapilla,EMBEDDING_WORD2VEC,10
Brje,https://en.wikipedia.org/wiki/Brje,NTH_LINK(2),22
Brje,https://en.wikipedia.org/wiki/Brje,EMBEDDING_WORD2VEC,11
Henri Christophe (disambiguation),https://en.wikipedia.org/wiki/Henri_Christophe_(disambiguation),EMBEDDING_WORD2VEC,8
List of works by Manilal Dwivedi,https://en.wikipedia.org/wiki/List_of_works_by_Manilal_Dwivedi,NTH_LINK(2),43
